health.status,f_000001,f_000002,f_000003,f_000004,f_000005,f_000006,f_000007,f_000008,f_000009,f_000010,f_000011,f_000012,f_000013,f_000014,f_000015,f_000016,f_000017,f_000018,f_000019,f_000020,f_000021,f_000022,f_000023,f_000024,f_000025,f_000026,f_000027,f_000028,f_000029,f_000030,f_000031,f_000032,f_000033,f_000034,f_000035,f_000036,f_000037,f_000038,f_000039,f_000040,f_000041,f_000042,f_000043,f_000044,f_000045,f_000046,f_000047,f_000048,f_000049,f_000050,f_000051,f_000052,f_000053,f_000054,f_000055,f_000056,f_000057,f_000058,f_000059,f_000060,f_000061,f_000062,f_000063,f_000064,f_000065,f_000066,f_000067,f_000068,f_000069,f_000070,f_000071
disorder,537.1243083,506.7814561,492.610077,470.8804154,418.1372016,350.816492,304.982575,287.6497708,283.5996491,286.2625633,293.7849764,303.8847201,313.2982587,312.2475657,293.1568172,259.0513323,221.0568788,193.0427121,182.8024553,185.3155268,187.8623167,182.1367168,171.2322695,165.2151989,168.8602968,175.8355981,177.5563915,173.707591,169.9504801,168.6763138,167.1277736,162.7724891,155.8678005,147.144742,136.4355257,123.8994759,110.2001902,95.7344695,80.88863519,66.45789655,53.32342951,41.97413064,32.47540568,24.64914299,18.2887979,13.31635862,9.718442676,7.355081415,5.903818524,5.035796727,4.568895701,4.391066382,4.349046663,4.300134029,4.224093008,4.192540916,4.270240811,4.487740954,4.822605861,5.210464774,5.587536821,5.918125634,6.206338291,6.485170707,6.817987407,7.235806173,7.627588712,7.836481911,7.8581903,7.804526416,7.725137714
disorder,2057.21607,2166.723228,2313.912562,2528.232611,2797.805051,2993.737151,2963.206833,2671.308576,2236.785185,1852.494211,1632.087826,1535.064463,1452.170473,1317.623443,1145.992481,983.4772408,856.6969626,775.548712,728.294295,690.5333307,656.1063065,620.1065839,574.0072957,539.4397435,540.1077476,550.5751373,536.4997367,506.5996334,477.2250058,440.942232,395.1068368,349.1765398,303.3050686,251.3876693,195.7056842,146.2315986,110.1931019,87.14032567,72.71069039,62.85768898,54.84078528,47.10454144,39.19568524,31.56255362,25.00298296,20.13504938,17.27935992,16.35358718,16.73203612,17.57122795,18.18722647,18.16610828,17.51557184,16.47528222,15.17383242,13.72200381,12.35029668,11.26357975,10.61666851,10.56775348,11.08095559,11.85118319,12.56459551,13.09409788,13.44626938,13.70210687,14.01486026,14.50581897,15.17051342,15.89637881,16.59778024
disorder,5342.580872,4132.705876,3479.48646,3209.941958,3254.859648,3673.675398,4198.844731,4257.879314,3639.18464,2768.63796,2210.333494,2099.673661,2148.632641,2137.818761,2236.324386,2652.448507,3128.212506,3228.774527,2939.020219,2538.445196,2221.628797,2039.470291,1924.696767,1779.878333,1580.413273,1357.565578,1154.222725,1003.938553,909.1592491,839.3408948,763.7572582,676.6597104,592.9661533,526.744975,474.31113,423.3596618,367.9262067,306.6339369,240.0015501,175.0722164,123.077531,91.11625859,78.8662025,79.8119352,84.567818,85.89795933,81.98678607,75.39186772,69.71203692,66.65000046,64.94600986,61.62670997,54.61667634,44.74225142,35.02480022,27.8258975,23.15534139,19.74804987,16.83887505,14.53804776,13.15843043,12.7746518,13.17283575,13.92315125,14.67619977,15.35882523,16.0199021,16.57966163,16.84372549,16.79408967,16.66985039
disorder,3031.811429,3008.88163,2669.717743,2244.528229,1879.409631,1577.107186,1316.978119,1104.706611,938.7293306,788.2388069,653.3387787,591.4875418,620.9606636,664.4785146,638.3306295,541.4265088,438.2595686,382.3198829,369.5557146,363.2953702,337.7325915,296.5417769,260.2982285,238.4989654,223.262144,204.1916879,179.4690865,154.7330433,134.9379085,120.3239318,109.2654378,99.83267305,89.54230271,77.26192224,64.3734299,53.15581653,44.80732961,39.02012902,34.86038941,31.3863664,27.96479892,24.7878235,22.18537701,19.6598506,16.64695333,13.41539426,10.64582905,8.698479961,7.483411221,6.742065794,6.335523183,6.299343407,6.587646359,6.93486766,7.097758296,7.053980621,6.935873389,6.891530004,7.038778942,7.470425288,8.200144356,9.090143365,9.908284897,10.58874621,11.38075035,12.4731224,13.60734404,14.42449603,14.95422686,15.49659023,16.2272996
disorder,113.0610199,84.45908606,78.88981928,93.65861769,118.8929612,140.9590825,148.7485083,139.9603708,122.3570311,108.7470076,105.7260337,109.020059,114.2034736,121.2819602,127.7723664,131.8213121,137.4410061,147.1615955,158.5874168,170.5355479,184.9058709,202.8811358,223.2929722,244.3397413,264.0219292,279.2578371,286.9034036,286.3726448,280.2352413,271.3426883,260.9122114,248.901989,234.4019441,216.3370469,194.8823845,171.837405,148.9203601,126.3471098,103.8083558,81.91215164,61.87471988,44.72497419,31.04964341,20.89087932,13.8687178,9.426746352,6.930317678,5.680475557,5.018489555,4.501364179,3.94993651,3.35437346,2.777401574,2.306616478,2.016797721,1.930693958,2.003965325,2.146216802,2.270176469,2.341686066,2.387573671,2.447769862,2.539605724,2.682510008,2.903014687,3.181291356,3.46459846,3.761585328,4.111734595,4.452620704,4.63784668
disorder,119.5914815,125.9709568,128.7704027,133.1803107,146.4338979,169.5502077,191.8462516,202.5317741,206.4148074,212.4831744,217.0023583,215.9920158,218.003171,232.1220637,254.0608033,272.9704319,285.6574885,296.527955,309.4156071,323.3001035,334.1689289,339.32638,339.8319153,339.1326083,339.3716308,339.7641809,338.5654783,335.4961794,332.2739304,330.2864976,328.1272374,323.0564359,313.5096056,299.1880894,280.4383668,258.0537498,233.0231073,206.2880303,178.506504,150.0442426,121.6033412,94.61244734,70.55568577,50.33045261,34.31763491,22.51840136,14.52666172,9.608455758,6.885401452,5.493464622,4.739552001,4.213198932,3.766445374,3.406107331,3.170270762,3.043001239,2.961179704,2.876444179,2.769121474,2.63454384,2.509568435,2.47533199,2.595427997,2.8736493,3.279610733,3.738008544,4.090879648,4.19848282,4.08070753,3.899276063,3.80761734
disorder,1515.058364,1542.729915,1475.799096,1383.787065,1408.76689,1608.731969,1831.788783,1862.756856,1670.269403,1429.906054,1317.905332,1351.502768,1428.983986,1437.658105,1330.925098,1154.565234,988.091895,873.3323424,809.2274864,775.9616651,747.9615552,706.3220654,651.1650214,597.073053,556.857925,532.0044821,517.7373601,510.819528,507.1098929,500.8594066,486.9430418,460.5503041,423.233809,386.5935113,361.2663636,347.4979598,339.6820818,332.4637112,322.3505484,308.7915026,292.8415909,274.1839088,252.0147675,227.2662736,201.6946547,176.3669602,151.9179751,129.330832,109.6551098,93.24362966,79.82580229,68.86854406,59.51989941,50.83925696,42.32946678,34.07633103,26.61743425,20.63011977,16.38867454,13.58166174,11.6883131,10.30784749,9.18702448,8.192290171,7.318364045,6.607011738,6.032355503,5.529019519,5.091359488,4.780858147,4.63812344
disorder,297.5622191,264.87519,264.5411432,306.9893628,372.0389727,428.247304,452.047611,434.3548357,380.5768333,305.7622229,228.9827204,166.9981327,130.6843939,121.3431085,126.7075446,130.3586919,124.9322199,111.8500282,94.86203272,76.59614171,59.65091815,47.26913835,41.29348715,40.89680206,42.46440338,41.71613227,37.45986013,31.69590372,26.48011435,22.42725078,19.18355477,16.18812311,13.2305695,10.51649083,8.367003423,6.932669962,6.133521077,5.783227342,5.691256929,5.657438432,5.516387623,5.254843784,4.959127872,4.661913329,4.363109886,4.104133245,3.913527885,3.764817731,3.641902294,3.621370843,3.852074366,4.390033562,5.100402919,5.764536767,6.22237238,6.446923521,6.524351746,6.522226267,6.459614991,6.44958814,6.687993276,7.328746571,9.35730997,18.9849874,49.52420366,100.5071805,139.5804628,137.2298376,102.3188262,62.89683399,35.52148196
disorder,370.8929337,347.878251,310.741386,273.4137276,249.1293301,231.289025,203.5413483,165.5392053,132.6057675,112.1559784,98.5871918,86.62020517,76.59320496,71.00833477,70.5455022,71.54584883,69.19463009,62.61907424,53.70752305,44.16056835,36.12309345,31.87788603,31.09676693,30.5055645,27.6024913,22.90766381,18.20169055,14.61767793,12.36520799,11.11179099,10.49603028,10.32787843,10.34760128,10.19438851,9.72542693,9.082913992,8.436282738,7.811664385,7.162099087,6.492206237,5.847744313,5.27749508,4.84896924,4.58709416,4.406641086,4.20548063,3.977460804,3.783779753,3.669569005,3.659859812,3.814502173,4.213326634,4.814552527,5.40768941,5.80532554,5.98430866,6.014773226,5.974883487,5.951916986,6.038908434,6.27308438,6.68763934,7.600082067,10.51330509,18.48460418,31.26187675,41.02881363,40.71361208,32.4706026,23.03789146,16.39375332
disorder,64306.8659,52739.69883,41769.41628,34044.23093,28693.07391,24358.77996,21062.59835,19548.63354,19583.8413,19814.41546,18999.24923,16820.01067,14116.24126,12276.86453,11797.56933,11748.97565,10949.34022,9229.072686,7297.015402,5773.271379,4801.478305,4205.306972,3692.473468,3144.029775,2657.06891,2295.468192,2001.677214,1698.615697,1377.82276,1100.073133,908.5799213,781.0551569,677.6076331,580.3523275,488.1432162,407.3381103,346.6332273,308.7285592,283.2973786,254.5258485,218.8141395,185.338267,160.008707,140.8533719,124.3965885,108.6380298,93.58328492,80.73843435,71.25846067,64.73979468,59.60490086,54.29150775,48.263484,42.19707511,37.07662368,33.20939477,30.35325737,28.33288917,26.94818983,25.73578267,24.44514831,23.43208689,23.89070406,30.54390074,52.71711658,89.38885036,116.8422294,113.8103269,86.98602786,57.26606108,37.10254243
disorder,24580.23258,24091.40402,23127.26593,22275.27707,20968.65874,18877.50018,16266.38085,13660.5123,11536.77504,10126.86765,9286.199376,8633.42621,7852.248143,6795.893229,5539.325256,4330.744532,3443.971405,3030.10335,2994.714535,3042.540353,2911.281417,2553.537475,2069.855575,1571.933803,1162.679573,926.1009476,882.0263074,977.2562014,1111.263463,1171.510316,1089.732935,891.0360908,681.079245,560.63242,535.8734898,529.6515107,483.7857075,416.4681116,371.3661282,352.1356955,338.0871876,324.2418572,309.932495,288.0426272,259.970528,234.2811922,216.3328943,205.3246983,196.3776086,185.5655889,172.1169159,157.1148949,141.9014663,127.5843589,114.7403056,103.1884861,92.64919326,83.45204055,75.96332684,69.91748276,64.79842062,60.33435887,56.78387063,56.44080196,64.37674487,80.37357694,92.02327225,88.29126291,72.91571533,56.49365653,44.78659046
health,1682.512864,1537.811526,1201.086864,932.3076745,816.9454201,781.2093981,724.5602526,620.4780289,505.6335274,414.4652852,361.9152893,368.5775833,448.4746769,552.7049478,596.4344405,559.8227963,487.5989862,414.7319591,348.7559698,292.7870913,253.3733286,234.5860509,230.2895917,224.5674104,207.9493687,185.9164534,167.1147744,153.4367959,143.8792246,138.9122882,137.5086051,136.2968032,133.7474033,129.9467776,122.6134339,109.0530979,90.72163235,71.85874923,55.42957619,42.19453554,31.89511081,24.01473488,18.07717313,13.78830857,10.81649296,8.671740843,6.984750069,5.650612997,4.644481823,3.888670028,3.305560686,2.878582511,2.636554803,2.57762161,2.630815517,2.729271442,2.868149206,3.070977907,3.330009391,3.588453803,3.819149057,4.08317911,4.466001676,5.05875485,6.005021514,7.226744815,8.161814116,8.331843665,7.904296311,7.40144256,7.221773086
health,1305.821756,986.5880593,705.0322085,496.5346864,382.4282384,372.0834924,463.8115786,606.0481605,705.6291155,711.2315029,639.2288215,527.1640672,408.8287198,313.6880525,255.2216614,225.9742654,212.9076911,203.2357447,186.4822795,165.7741008,151.7008963,144.7039329,135.8623863,121.1216557,105.2617253,93.65529008,86.25914194,79.45128838,71.66608176,65.7685181,65.99936999,75.0242113,91.16597867,105.1194973,106.0775737,92.59846892,72.04038188,52.19456101,36.8106083,26.1857832,19.19172546,14.69302855,11.81754454,9.785062217,8.052211076,6.472516722,5.116050387,4.043700621,3.267247318,2.762816079,2.458656697,2.267576675,2.142946547,2.081135503,2.083561003,2.128677152,2.18142621,2.233988378,2.325339123,2.492081143,2.74561333,3.126517862,3.686230505,4.466904029,5.581301911,6.907076437,7.76443024,7.645867821,6.889321594,6.168345509,5.844817723
health,1720.618566,1505.005173,1277.76337,1025.638966,815.5563259,683.6848508,615.95515,589.3377817,582.1536058,561.5498327,504.8730999,430.3841337,375.5571023,350.1165031,334.7069634,308.6855453,268.2176589,226.8769497,197.6594775,179.6590683,165.5191547,152.3986577,143.0764802,140.127432,141.1571435,139.7176143,131.3626877,117.4192233,101.51748,86.13846877,75.2425716,77.6207554,98.83288568,126.4084849,138.4738974,128.1343348,105.1301756,80.28647177,58.35347803,40.74662932,27.8564295,19.13561882,13.56490461,10.17928807,8.139498839,6.783752949,5.739881749,4.887305221,4.182355534,3.575860414,3.05238553,2.634913939,2.33904718,2.155786926,2.062664628,2.025594021,2.008978952,2.016670936,2.094329443,2.261899222,2.47813611,2.697462378,2.950256767,3.423993888,4.459153717,6.031147024,7.326721833,7.600246312,7.060317578,6.415171377,6.077377825
health,12569.38363,9127.513406,6265.64646,5023.763526,5392.360707,6303.160183,6825.507087,6786.134951,6285.58165,5538.840808,4915.479236,4538.255492,4210.542361,3820.095089,3430.472284,3028.893874,2521.241949,1939.485405,1433.907473,1099.454031,905.0425682,764.3588668,629.3480335,501.0817756,391.5267812,307.6441533,250.22063,213.7826965,191.7105891,184.2016101,198.4241769,238.1082382,293.6751277,339.9378388,348.4666056,310.8849347,245.3605546,177.6406118,122.8337573,84.21308188,59.24535746,43.37802349,32.51086521,24.40699018,18.28410831,13.81877997,10.66137387,8.456738235,6.885893318,5.664780109,4.656554772,3.875967872,3.359211854,3.113079454,3.152138858,3.473196067,3.931159559,4.27398145,4.377366248,4.29688069,4.146955496,4.047577452,4.101379412,4.432456002,5.264936586,6.584687654,7.777483652,8.253682505,8.111704505,7.828951185,7.734926069
health,24539.94997,19345.59786,16383.06387,15178.27035,14489.12732,13756.72633,12823.33598,11587.00403,10268.86194,9249.803206,8600.24086,8034.858048,7197.362018,5989.681486,4634.838911,3409.131863,2459.504205,1833.170092,1524.292628,1491.919257,1627.401785,1744.9496,1716.071589,1570.080335,1386.526452,1191.837166,1001.489152,851.0385638,760.1894255,711.1680168,669.1015313,612.840814,545.5417307,477.6927885,409.6291001,339.1811278,271.3524602,211.5437718,161.0447348,120.8763486,91.61142064,70.94861203,55.42248567,43.09694697,33.5587564,26.45952883,20.98178524,16.44451837,12.75075601,9.992073698,7.981462728,6.427305441,5.24116874,4.422058722,3.877008978,3.495464088,3.233589074,3.062253153,2.939437897,2.856121611,2.845295598,2.938344171,3.146061439,3.535032237,4.269934928,5.291611231,6.055561298,6.102646806,5.604060497,5.026581674,4.641970102
health,10351.18232,9857.150649,8626.371794,6795.493933,4867.020369,3302.297048,2353.109166,2041.346288,2131.473512,2216.72276,2003.486797,1520.729933,1000.062599,619.0817244,400.111844,283.927714,227.2694888,219.2432634,238.4458447,242.3563625,209.8815095,158.6371847,113.8848619,86.32411158,74.90784178,73.75277622,77.83280171,84.79569627,91.60812401,92.58516624,84.22659977,69.94369318,57.01890173,50.1006402,47.45571375,43.54769241,35.57933293,25.68614977,17.31107474,12.01700684,9.454964651,8.390410664,7.575116873,6.461145422,5.213688348,4.141429939,3.34826013,2.805202471,2.505158581,2.460302115,2.585751689,2.677730801,2.57448313,2.295744877,1.980520118,1.745349777,1.620843666,1.572417388,1.557901385,1.558655753,1.576045604,1.628534096,1.750442283,2.053765841,2.774392767,3.893594704,4.79954404,4.94258971,4.507742695,4.025440956,3.753022373
health,2428.638922,2847.234563,3386.666535,3955.225909,4450.511214,4751.325744,4857.96642,4795.045996,4444.105046,3712.280532,2736.76325,1787.562225,1059.913317,605.7399186,399.5709349,401.547266,557.4690611,775.9876763,931.3168011,926.9000005,767.6382725,544.2022221,356.2600987,253.9062865,222.6460616,215.0931615,199.7067017,174.1724974,147.2899053,126.8345721,116.9951891,114.046036,110.1112922,104.3844923,99.49987112,92.20011897,78.55973435,60.98410019,44.78992559,33.00886747,25.60337952,20.86972666,17.17681499,13.99038031,11.43373338,9.48112006,7.957121066,6.804390486,5.964737309,5.279396924,4.652869467,4.099929784,3.633612553,3.232703682,2.888513722,2.63047649,2.494113887,2.482175462,2.564371803,2.701898353,2.873735694,3.088481096,3.363391513,3.754370151,4.428150414,5.410737868,6.297044713,6.686127251,6.660206556,6.554092916,6.578485437
disorder,153.8990508,143.0975504,123.52585,118.7170299,128.5312815,134.0413778,125.7432067,112.301737,102.0919671,93.52409147,83.37663703,72.59854002,63.14830816,55.20908952,48.61127399,44.09765459,41.54430547,39.56584342,38.71768296,41.38558313,46.37616927,48.89585025,47.09334202,43.32072491,39.57801405,35.44478812,29.89156279,23.57218367,18.66814147,16.38476893,15.61143763,14.54261695,12.62077986,10.5993394,9.37016277,8.947643056,8.662008478,8.129173921,7.480468041,6.834570243,6.152343511,5.466869813,4.825992909,4.207981801,3.668345268,3.330272947,3.227436215,3.29029876,3.431173035,3.58005031,3.706106872,3.816580287,3.888373629,3.860431652,3.725815227,3.576504043,3.518758642,3.597540502,3.853267223,4.3478466,5.10321326,6.100182226,7.422690575,9.905986975,15.53583052,24.27134698,31.04839031,31.15656661,26.03313907,20.31326461,16.66972866
disorder,647.9792845,586.2292155,562.4706649,596.9793486,627.0068566,600.0387585,530.3561309,460.7326727,424.8735261,434.9152602,470.2355333,492.3218512,476.6262768,426.0781874,368.7437264,333.9757304,321.5960522,311.4997995,298.35888,288.7610983,279.1472912,260.7549278,232.9533218,204.6744234,184.0455291,169.3387399,155.561079,141.5690668,127.5998663,113.6130258,100.7815747,90.70572594,83.55117741,78.24325027,74.02480971,70.82462777,67.57809566,62.14608598,54.04121324,45.42309259,38.57453941,33.62798479,29.49023807,25.72351143,22.46376333,19.49134491,16.42107459,13.36166978,10.83281767,9.159481595,8.163662879,7.424439145,6.682891985,5.924245225,5.223971558,4.684278696,4.409039158,4.42849976,4.728591266,5.269651374,5.944510711,6.71341081,7.723344479,9.543162125,13.33814726,18.9536961,23.22759343,23.34460869,20.18142938,16.47486561,13.95938021
disorder,3302.959763,2982.019427,2624.922828,2353.127017,2128.020204,1918.479509,1740.824931,1612.640162,1523.205257,1442.936145,1356.743455,1258.607295,1137.163145,1004.441271,888.6613083,796.3593645,721.4091221,669.8103898,649.6395102,648.8699024,644.650664,629.2624721,610.1146605,596.8457701,597.0772831,612.4524625,633.4046167,644.8226552,640.6218375,625.5489531,603.3879252,573.3263667,536.3157651,497.2189872,462.4544845,437.3029402,422.9756207,415.638538,408.4812147,395.2006713,373.3065033,345.6583285,316.955335,288.3609807,257.4320912,222.5952514,185.8810589,151.5408495,123.0780906,101.62356,86.41794679,75.84332301,67.95222533,61.07558491,54.41375242,48.04096706,42.493534,38.23556157,35.39798834,33.73562871,32.52181269,30.95697987,28.91276212,27.2277667,27.53586573,30.18277171,32.19477239,30.56382534,26.03111676,21.36941317,18.33745598
