patient,obs,health.status,group,f_000001,f_000002,f_000003,f_000004,f_000005,f_000006,f_000007,f_000008,f_000009,f_000010,f_000011,f_000012,f_000013,f_000014,f_000015,f_000016,f_000017,f_000018,f_000019,f_000020,f_000021,f_000022,f_000023,f_000024,f_000025,f_000026,f_000027,f_000028,f_000029,f_000030,f_000031,f_000032,f_000033,f_000034,f_000035,f_000036,f_000037,f_000038,f_000039,f_000040,f_000041,f_000042,f_000043,f_000044,f_000045,f_000046,f_000047,f_000048,f_000049,f_000050,f_000051,f_000052,f_000053,f_000054,f_000055,f_000056,f_000057,f_000058,f_000059,f_000060,f_000061,f_000062,f_000063,f_000064,f_000065,f_000066,f_000067,f_000068,f_000069,f_000070,f_000071,f_000072,f_000073,f_000074,f_000075,f_000076,f_000077,f_000078,f_000079,f_000080,f_000081,f_000082,f_000083,f_000084,f_000085,f_000086,f_000087
ch1stzii3b_1,1,week6,none,1.64E-06,1.93E-06,2.67E-06,4.20E-06,6.11E-06,7.55E-06,7.98E-06,7.64E-06,7.37E-06,7.34E-06,7.06E-06,6.51E-06,6.38E-06,7.61E-06,1.02E-05,1.26E-05,1.43E-05,1.73E-05,2.24E-05,2.76E-05,3.08E-05,3.13E-05,3.01E-05,2.88E-05,2.89E-05,3.26E-05,4.32E-05,6.78E-05,0.000113458,0.000169916,0.000212948,0.000233864,0.000241325,0.000242127,0.000240611,0.00024606,0.000265499,0.000297817,0.000342982,0.000401778,0.000462558,0.000510294,0.000554747,0.000621025,0.000707702,0.000785359,0.000824948,0.000818124,0.000787571,0.000767105,0.000770546,0.000792177,0.000824225,0.000860212,0.000887323,0.00088622,0.000850377,0.000796467,0.000745698,0.000709417,0.000688831,0.000678639,0.000676829,0.000690058,0.000722836,0.000766052,0.000809503,0.000858713,0.000919042,0.000969609,0.000975145,0.000919045,0.000812829,0.000681923,0.000552424,0.000443392,0.000361251,0.00030155,0.000255658,0.000215797,0.000178768,0.000146665,0.000122014,0.000103867,8.96E-05,7.73E-05,6.58E-05
ch1stzii3a_1,1,week6,none,2.60E-06,3.01E-06,3.48E-06,3.64E-06,3.29E-06,2.84E-06,3.05E-06,4.16E-06,5.58E-06,6.62E-06,7.54E-06,9.37E-06,1.21E-05,1.44E-05,1.60E-05,1.76E-05,1.92E-05,2.03E-05,2.11E-05,2.27E-05,2.63E-05,3.30E-05,4.25E-05,5.13E-05,5.65E-05,6.07E-05,7.11E-05,9.46E-05,0.000132144,0.000174772,0.000208258,0.000223907,0.000220726,0.000206067,0.000199098,0.000227089,0.00030067,0.000390006,0.000455924,0.000491861,0.000517318,0.000558269,0.000631994,0.000724981,0.000796473,0.000822722,0.000820843,0.000826566,0.000861272,0.000921399,0.000993758,0.001066545,0.001118259,0.00112096,0.001077217,0.001022106,0.000979733,0.000944279,0.000898213,0.000840609,0.000791959,0.000766429,0.000760748,0.00077019,0.000793742,0.000830964,0.000883616,0.000949985,0.001015498,0.001060105,0.001069139,0.001028041,0.000926575,0.000778823,0.000621461,0.000487269,0.00038808,0.00031829,0.000266124,0.000223197,0.000187068,0.000157884,0.000135404,0.000118327,0.000104282,9.06E-05,7.57E-05
ch1stzii2c_1,1,week6,none,0.00093987,0.000857782,0.000976084,0.001395152,0.002013941,0.002436284,0.002390364,0.002074089,0.00179774,0.001617789,0.001494742,0.001446519,0.001416349,0.001276962,0.001019634,0.000760202,0.000583188,0.000500368,0.00052531,0.000664659,0.000831451,0.000896504,0.000838295,0.000798866,0.001117739,0.002330116,0.004679928,0.00731786,0.00864916,0.007992284,0.006141326,0.004198122,0.002698288,0.001731266,0.001279365,0.001328847,0.001727204,0.002105809,0.002152461,0.001883602,0.001543171,0.001326004,0.001248347,0.001231092,0.001231126,0.00124292,0.001242356,0.00121559,0.001187682,0.001172103,0.001162714,0.001174637,0.001226568,0.001295621,0.001325301,0.001286078,0.001206307,0.001124939,0.00104911,0.000976392,0.000914022,0.000866042,0.000834214,0.000828038,0.000854793,0.00090183,0.000937517,0.000938845,0.000912364,0.000878141,0.000844419,0.000804304,0.000748044,0.000672921,0.000585459,0.000497272,0.000416815,0.000346319,0.000285437,0.000234119,0.000192401,0.000159759,0.000135287,0.000117636,0.000104761,9.42E-05,8.34E-05
ch1stzii2b_1,1,week6,none,2.40E-06,2.32E-06,2.84E-06,3.82E-06,4.76E-06,5.20E-06,5.10E-06,4.72E-06,4.28E-06,4.06E-06,4.46E-06,5.39E-06,6.24E-06,7.35E-06,1.02E-05,1.48E-05,1.82E-05,1.85E-05,1.79E-05,1.99E-05,2.59E-05,3.51E-05,4.51E-05,5.59E-05,7.20E-05,9.57E-05,0.000122373,0.000154367,0.00020653,0.000274343,0.000320061,0.00031891,0.000289835,0.000265413,0.000259656,0.000272386,0.000298463,0.000335857,0.000395799,0.000491877,0.000628265,0.000789207,0.00092697,0.001000519,0.001028554,0.00105824,0.001104715,0.00115167,0.001178731,0.001177622,0.001149514,0.00109826,0.001031159,0.000964594,0.000922593,0.000919783,0.000948256,0.00098712,0.001014015,0.001014781,0.000990636,0.000949843,0.000904019,0.000867217,0.000845759,0.000836638,0.000837952,0.000854053,0.000884035,0.000913331,0.000928628,0.000925584,0.000898021,0.000840456,0.000756835,0.000656264,0.000549056,0.000447758,0.000362543,0.000295001,0.000241277,0.000198539,0.000165112,0.000138673,0.0001172,9.93E-05,8.36E-05
ch1stzii2a_1,1,week6,none,6.74E-07,8.38E-07,1.04E-06,1.14E-06,1.13E-06,1.09E-06,1.10E-06,1.29E-06,2.10E-06,4.03E-06,6.73E-06,8.82E-06,9.48E-06,9.56E-06,1.04E-05,1.18E-05,1.24E-05,1.22E-05,1.29E-05,1.74E-05,2.72E-05,3.91E-05,4.66E-05,4.75E-05,5.03E-05,6.55E-05,9.52E-05,0.000132527,0.000177119,0.00024856,0.000357763,0.000465338,0.000510497,0.000483305,0.000436588,0.00042915,0.000478797,0.000572455,0.000700115,0.000853938,0.001013559,0.001139473,0.001175282,0.001103587,0.000979672,0.000870607,0.000803592,0.000782116,0.000806481,0.000868543,0.000946699,0.001019707,0.001082244,0.001133647,0.001164606,0.001171467,0.001158903,0.001124119,0.001071768,0.001015895,0.000957804,0.00090003,0.000857536,0.000835697,0.000827271,0.00082938,0.000842825,0.000863419,0.000881072,0.000886441,0.00087801,0.0008586,0.000825183,0.0007688,0.000688134,0.000594287,0.000498009,0.000404619,0.000320517,0.00025312,0.000205224,0.00017356,0.000151706,0.000133613,0.000116262,9.99E-05,8.54E-05
ch1stzii1b_1,1,week6,none,3.16E-05,5.67E-05,7.57E-05,8.19E-05,8.55E-05,9.67E-05,0.000110738,0.000117349,0.000114549,0.00011228,0.000117673,0.000120494,0.000113194,0.000114386,0.000145113,0.00019228,0.000224205,0.000231624,0.000230152,0.000237934,0.000270503,0.000332557,0.000404836,0.00046573,0.000512333,0.000550335,0.000579734,0.000591416,0.000581489,0.000573827,0.000605866,0.000670287,0.000724389,0.000761893,0.000799007,0.000821567,0.000811103,0.000783045,0.000767233,0.00076738,0.000752178,0.000699652,0.000628487,0.000564909,0.000510885,0.000460414,0.000420839,0.000405514,0.000409185,0.000403781,0.000370926,0.000323159,0.000284781,0.00026564,0.000257533,0.00024847,0.000233804,0.000216304,0.000200185,0.0001867,0.000175354,0.000168499,0.000171395,0.000186525,0.000210401,0.000238755,0.000271871,0.000312678,0.000362966,0.000418318,0.000463711,0.000477629,0.000446768,0.000378602,0.000296215,0.000220782,0.000161173,0.000117493,8.75E-05,6.82E-05,5.64E-05,4.89E-05,4.35E-05,3.88E-05,3.44E-05,3.05E-05,2.69E-05
ch1stzii1a_1,1,week6,none,5.08E-06,5.73E-06,1.10E-05,1.99E-05,2.86E-05,3.40E-05,3.59E-05,3.45E-05,3.04E-05,2.64E-05,2.76E-05,3.52E-05,4.30E-05,4.46E-05,4.01E-05,3.43E-05,3.21E-05,3.57E-05,4.37E-05,5.24E-05,5.68E-05,5.49E-05,4.89E-05,4.17E-05,3.51E-05,3.07E-05,2.88E-05,2.95E-05,3.42E-05,4.59E-05,6.94E-05,0.000109507,0.000159025,0.000195383,0.000208452,0.000218997,0.000248548,0.000282211,0.00028651,0.000255037,0.000210684,0.000177091,0.000165813,0.000176837,0.000201435,0.000229523,0.000253708,0.000267597,0.000267219,0.000254723,0.000235242,0.000211248,0.000186892,0.000171302,0.000168503,0.000171746,0.000172585,0.00016865,0.000163312,0.000162842,0.000171565,0.000188205,0.000208518,0.000227965,0.000241394,0.000246634,0.000251301,0.000271921,0.000323241,0.000408256,0.000511038,0.000595796,0.000623303,0.000576797,0.000474217,0.00035339,0.000245725,0.000165078,0.000112694,8.34E-05,6.91E-05,6.17E-05,5.61E-05,4.99E-05,4.30E-05,3.62E-05,2.99E-05
ch1stzi4c_1,1,week4,none,1.94E-06,2.49E-06,2.75E-06,2.57E-06,2.17E-06,2.09E-06,2.80E-06,3.95E-06,4.54E-06,4.10E-06,3.27E-06,3.07E-06,4.04E-06,6.04E-06,8.97E-06,1.22E-05,1.43E-05,1.51E-05,1.69E-05,2.05E-05,2.47E-05,2.83E-05,3.17E-05,3.64E-05,4.34E-05,5.03E-05,5.59E-05,6.22E-05,7.13E-05,8.29E-05,0.000100056,0.000133906,0.000189683,0.000255266,0.000313821,0.000357785,0.000388597,0.000419011,0.000469425,0.000554795,0.000677841,0.000827663,0.00098435,0.001118822,0.001192131,0.001184794,0.001123525,0.001054103,0.000998882,0.000958633,0.000931315,0.000907309,0.000875417,0.000842408,0.000827033,0.000840845,0.000874288,0.000895619,0.000879926,0.000838125,0.000801703,0.000787099,0.000786277,0.000786024,0.000783132,0.000780513,0.000779864,0.000778849,0.000770612,0.000744383,0.000691118,0.000613352,0.000524531,0.000436902,0.000356013,0.000284608,0.00022422,0.000175011,0.000137136,0.00011005,9.14E-05,7.82E-05,6.84E-05,6.06E-05,5.34E-05,4.62E-05,3.90E-05
ch1stzi4b_1,1,week4,none,5.35E-07,7.29E-07,1.26E-06,2.20E-06,3.15E-06,3.47E-06,3.20E-06,3.17E-06,4.02E-06,5.43E-06,6.65E-06,7.50E-06,8.40E-06,9.71E-06,1.11E-05,1.24E-05,1.40E-05,1.59E-05,1.74E-05,2.02E-05,2.71E-05,3.63E-05,4.32E-05,4.58E-05,4.65E-05,4.89E-05,5.53E-05,6.55E-05,7.65E-05,8.85E-05,0.00010911,0.000152869,0.000228469,0.000309894,0.000350266,0.000343036,0.000326963,0.000333722,0.000383687,0.000515422,0.00075349,0.001041507,0.001264435,0.001355863,0.001332952,0.001236719,0.001102941,0.000964472,0.000844082,0.000766877,0.000761208,0.000823957,0.000908136,0.000957188,0.000944172,0.000886707,0.000831124,0.000811489,0.000818079,0.00081171,0.000771091,0.000711267,0.000659253,0.000632847,0.000638216,0.000669477,0.000709974,0.000741572,0.000752358,0.000737676,0.000698577,0.000638647,0.000560021,0.000467548,0.000373613,0.000290729,0.000223746,0.000171844,0.000133202,0.000105931,8.73E-05,7.44E-05,6.48E-05,5.72E-05,5.08E-05,4.48E-05,3.86E-05
ch1stzi4a_1,1,week4,none,1.02E-06,1.48E-06,2.16E-06,2.82E-06,3.38E-06,4.15E-06,5.12E-06,5.57E-06,5.32E-06,5.26E-06,6.35E-06,8.67E-06,1.14E-05,1.31E-05,1.27E-05,1.06E-05,8.25E-06,7.26E-06,8.09E-06,1.10E-05,1.71E-05,2.75E-05,3.97E-05,4.78E-05,4.82E-05,4.44E-05,4.31E-05,4.92E-05,6.96E-05,0.000112267,0.000168792,0.000212983,0.000230972,0.000235002,0.000245226,0.000271772,0.00031126,0.000368033,0.000479317,0.000686252,0.00096972,0.001237556,0.001391819,0.001391988,0.001271312,0.001116745,0.001001963,0.000944556,0.000921408,0.000904752,0.000892309,0.000897914,0.000917488,0.000925042,0.000896754,0.000828717,0.000741015,0.000669699,0.000643486,0.000663862,0.000708328,0.000746479,0.000760346,0.000756242,0.000753947,0.000767467,0.000792687,0.000811683,0.000812971,0.00079672,0.000762091,0.000706227,0.000632994,0.000551833,0.00046884,0.000385247,0.00030412,0.000232965,0.000178207,0.000139848,0.000113297,9.40E-05,7.94E-05,6.78E-05,5.81E-05,4.95E-05,4.16E-05
ch1stzi3c_1,1,week4,none,0.000421385,0.000383856,0.000387947,0.000433803,0.000472828,0.000510013,0.000643977,0.000951928,0.001350183,0.001630157,0.001665188,0.001507719,0.001293939,0.001132769,0.001046301,0.000973695,0.000866251,0.000749278,0.000676728,0.000679143,0.000736303,0.00079204,0.000802819,0.000764147,0.000714723,0.000697299,0.00071026,0.000724819,0.000722432,0.000700822,0.000669404,0.000648263,0.000663547,0.000719415,0.000792308,0.000860047,0.000896721,0.000882935,0.000836853,0.000787862,0.000742568,0.000713364,0.000774711,0.001046866,0.001502875,0.00185648,0.001868632,0.001615774,0.001318219,0.001096516,0.000961604,0.000910268,0.000986694,0.001283345,0.001757413,0.002085569,0.002000346,0.001618263,0.001231621,0.00099602,0.000893335,0.000849925,0.000838402,0.000885232,0.000996064,0.001120388,0.001216514,0.001280404,0.001298622,0.001249295,0.001144611,0.001023275,0.000904095,0.000778481,0.000643998,0.000514871,0.000404502,0.000316255,0.000247661,0.000195288,0.000155689,0.000125035,0.000100212,7.99E-05,6.39E-05,5.18E-05,4.24E-05
ch1stzi3b_1,1,week4,none,0.000134204,0.000254641,0.000515784,0.00086929,0.001161451,0.001305931,0.001287263,0.001116018,0.000873396,0.000687386,0.000643374,0.00076091,0.000997444,0.001200676,0.001189275,0.000965215,0.000729512,0.000682266,0.000821444,0.000956219,0.000964651,0.000911942,0.000892991,0.000907749,0.000891786,0.000806055,0.000679673,0.000564967,0.000485054,0.000441248,0.000435764,0.000455333,0.000466908,0.000462949,0.000473146,0.000518598,0.000591749,0.000674031,0.00073498,0.000748516,0.000733551,0.000773523,0.000994812,0.001453342,0.001973925,0.002223533,0.002065358,0.001680779,0.001321292,0.001109505,0.001033369,0.001023405,0.001073906,0.001278375,0.001617565,0.001841182,0.001765755,0.001488338,0.001212253,0.001043382,0.000964082,0.00090734,0.000847933,0.000826529,0.000877786,0.000973951,0.001068919,0.001142488,0.001182267,0.001174289,0.001114069,0.001007929,0.000874652,0.000739314,0.000616288,0.000506626,0.000408916,0.000325023,0.000256983,0.000203576,0.000161935,0.000129502,0.000104072,8.41E-05,6.86E-05,5.63E-05,4.59E-05
ch1stzi3a_1,1,week4,none,0.000122441,0.000151604,0.000197339,0.00023007,0.000249929,0.000283363,0.000332825,0.000384036,0.00045179,0.000568389,0.000707598,0.00077072,0.000717519,0.000637931,0.000615925,0.000630313,0.000646456,0.00068752,0.0007724,0.000858795,0.000883703,0.000851229,0.000840435,0.00088876,0.000924452,0.000868488,0.000744656,0.00063631,0.000590969,0.000615,0.000682628,0.000729609,0.000718227,0.00067988,0.000656212,0.000646381,0.000625637,0.000587,0.000546727,0.000522432,0.000525237,0.000568237,0.00067823,0.000879579,0.001128978,0.00131433,0.001361643,0.001291617,0.001172543,0.001060324,0.000980763,0.000949993,0.001021004,0.001270291,0.001627497,0.001836156,0.001747306,0.001477024,0.001221126,0.001072709,0.001010713,0.000974879,0.000945712,0.000954366,0.001014111,0.001086995,0.001137305,0.001166803,0.001184352,0.001179113,0.001130867,0.001033609,0.000904014,0.000766893,0.000637497,0.000519039,0.000411879,0.00032037,0.000249524,0.000198431,0.000160995,0.000131661,0.00010778,8.82E-05,7.22E-05,5.91E-05,4.80E-05
